review,rating,place_index,sentiment
"Mua thêm bánh trứng , mà nhà_hàng để riêng , khi ăn xong món chín mới mang lên để bánh được nóng và giòn hơn .",5,5,positive
"Nhân_viên rất dễ_thương , nhạc nhỏ một_tí nữa thì sẽ ok hơn",5,5,positive
"Nhân_viên quá dễ_thương , phục_vụ tốt , đặc_biệt nhân_viên ca tối , đồ ăn ngon , giá_cả hợp_lý , nhưng sai định_vị quá kiếm hơi mệt ❤ ️",5,5,positive
"Hôm_nay mình có đặt đơn shopee do quán đông nên đã làm nhầm 2 phần mì ý gà rán thành 2 phần mì ý gà viên , sau khi trao_đổi quán đã giao bù 2 miếng gà và còn tặng thêm 1 phần khoai_tây chiên . Mình cảm_thấy rất tuyệt vì quán đã khắc_phục sự_cố rất chuyên_nghiệp , cảm_thấy rất hài_lòng và sẽ tiếp_tục ủng_hộ .",5,5,positive
"Quán_tệ - giá cao . Vị_trí và không_gian : vị_trí đẹp thuận_lợi di_chuyển , bãi đỗ xe to . Không_gian rộng nhưng cũ_kỹ có dấu_hiệu xuống_cấp , NVS dơ . Cảm_giác dơ và cũ . 2 / 5 . Đồ ăn : vẫn giữ dc đặc_điểm đồ ăn của kfc nhưng cảm_giác đồ hơi cũ ko mới , tương cà_hôi không ngon , mình chỉ ăn được tương_ớt . Giá_cả thì mắc so với đồ ăn mang lại . Cũng chẳng hy_vọng gì ở đồ ăn nhanh . 2 / 5 . Phục_vụ : đồ ăn ra nhanh , phục vục nhanh_nhẹn , đầy_đủ . 4 / 5 . Tóm lại : nếu ăn gà rán thì nên kiếm quán khác ăn nhé .",3,5,neutral
"Hôm_nay tôi nhận thấy KFC đã cải_thiện dịch_vụ tốt hơn hẳn , từ thái_độ phục_vụ nhân_viên , đến gà đã không còn bị khô , tương_ớt là thứ tôi thấy ngon hẳn , có_lẽ cần cải_thiện tương cà_chua",5,5,positive
"Bữa mình đi ăn món này cơm hơi nhão k có gì đặt sắc : ' ) , lầu trên k mở máy_lạnh đâu vì mình đi buổi trưa cũng vắng nữa chỉ bật cây quạt cho khách thôi , nói_chung là k hài_lòng lắm về chi_nhánh ở đây",3,5,neutral
"gà khô_khốc , chiên từ 10 năm trước bóc cả da , cứng đơ nguội_ngắt",1,5,negative
"Quán chăm_sóc và giải_quyết vấn_đề hợp_lý , rất hài_lòng với bạn nhân_viên / quản_lý ở đây ( bạn Yến ) . . Tôn_trọng khách_hàng và đồ ăn ngon",5,5,positive
"Đồ ăn ngon , phục_vụ chu_đáo , nhân_viên nhiệt_tình , mình sẽ quay lại ạaa",5,5,positive
"KFC Phạm_Văn_Chiêu_ngon ngon , ngày mưa nào cũng ra đây ăn combo 369k dc nhìu lựa_chọn dành cho gia_đình khoảng 3 - 4 người . . . Có nhiều vị bánh dành cho bạn . . Nước ún review thoải_mái luôn . : . . Nay đăng_nhập wifi của KFC có kiểu điền số điện_thoại nhận mã sms xác_nhận vào wiffi nữa nha các anh_chị . hihi . Thật là hài quá đi ak . . Mà đi ăn được món mình thích là vui lắm rồi . kkk . . Có nhiều ưu_đãi 1 được 3 nha quý_vị . Mua cho con ăn thì hết nước_chấm luôn . ... . . . Này mà mua về nhà làm chai vang với bánh dài 1 mét mấy cái ăn chil chil lắm nak",5,5,positive
"Đồ ăn ngon , chất_lượng phục_vụ tốt",5,5,positive
"Đồ ăn ngon , mìn đã dùng rất nhiều lần . Rất hài_lòng",5,5,positive
"Mình đi ăn trưa ở KFC chi_nhánh PVC. Vì gần nên ghé thử . Thứ nhất về không_gian vì buổi trưa vắng nên ko cho lên lầu vì ko mở máy_lạnh , ngồi ở dưới ko có bàn riêng_tư phải ngồi bàn to chung với delivery . Vừa ngồi ăn thì nhân_viên leo lên ghế trước mặt để dán khuyến_mãi . Bên cạnh cửa thì dọn_dẹp thảm quét ngay cái quạt thôi dô trực_tiếp chỗ m đang ăn . Thứ hai về đồ ăn , gà thì tạm được , mỳ ý thì dỡ tệ và có mùi hộp , khoai_tây thì dỡ nhất trong các chỗ mình từng ăn . Dc món khoai_môn kim_sa ko dỡ nhưng ăn bth ko gì đặc_biệt . Nói_chung là thất_vọng . Không có quay lại lần sau .",1,5,negative
"Gà rán ngon đậm vị , phục_vụ nhanh tận_tình , sẽ quay lại trải nghiệm .",5,5,positive
"Đồ ăn_ở đây ngon , các anh_chị nhân_viên phục_vụ nhiệt_tình",5,5,positive
"Đồ ăn ok nha , ngon mà tương_ớt k đúng gu cay nên thấy hơi thiếu",5,5,positive
"Thoải_mái khi ăn_uống , nhân_viên dễ_thương",5,5,positive
"Đã lâu chưa ăn kfc nhưng được dịp vào kfc Phạm_Văn Chiều cảm_giác của tuổi_thơ ùa về . . gà nóng giòn ăn là nhớ , thu_ngân nhân_viên niềm_nở làm mình thấy rất hài_lòng .",5,5,positive
"Gà làm giòn_rụm ngon , không_gian quán sạch_sẽ , nhìn chill chill , nhân_viên nhiệt_tình lóm , đặc_biệt là chị Hồng_Yến , hình_như là c quản_lí , e có cái cần hỏi thì c ấy nhiệt_tình hỗ_trợ vô_cùng ýyy , xuất_sắc luôn 🥰",5,5,positive
"Quán ồn_ào kinh_khủng , đốt mấy cây pháo_sáng khói mù_mịt thở không nổi . Ghé được hai lần chừa luôn , mọi người cân_nhắc nếu muốn ăn_ở đây nhé . . Đồ ăn mắc , không có khuyến_mãi và cũng chả ngon lắm đâu .",1,5,negative
"Mình tổ_chức tiệc sinh_nhật cho bé ở đây , các bạn nhân_viên rất nhiệt_tình và chu_đáo , tổ_chức trò_chơi rất vui cho các bé",5,5,positive
"Rộng_rãi , thoải_mái , nhân_viên nhiệt_tình",5,5,positive
Đồ ăn ngon nhân_viên phục_vụ nhiệt_tình 🥰,5,5,positive
"Phục_vụ nhiệt_tình , cảm_thấy rất dễ_chịu khi được bạn phục_vụ . Gà ngon , khách quen cuối tuần nào cũng ăn",5,5,positive
"Phục_vụ siêu ok luôn ạ , dù lúc mình tới đã trễ rồi nhưng các bạn vẫn hỗ_trợ mình đặt món ! Nên tới nhaaaa",5,5,positive
"Hôm_nay mình mua cơm trưa bên chi_nhánh này thật_sự quá tệ , quán không hề có khách nhưng làm phần ăn rất chậm , nhưng cái kinh_khủng nhất là đồ ăn_ở đây quá gớm . . Mình ăn_ở chi_nhánh khác chưa bh gặp trường_hợp ntn , hình_như toàn dùng đồ cũ , cơm thì khô_cứng , dưa_leo thì nhớt nhớt mùi_vị rất kì , kinh nhất là nước_ngọt ở đây , mùi thì lờ_lợ , ko cảm_nhận đc vị gas nữa , có miếng gà là ok nhưnh hình_như cx là gà cũ . Tệ",1,5,negative
"KFC lun ngon , cơ_sở đẹp , anh_chị nhân_viên nhiệt_tình",5,5,positive
"Đặt phần khoai_tây múi cau và phần cơm trên grabfood , nhân_viên làm hộp cơm không có nổi 1 miếng xà_lách , làm rất lâu 45p mới xong , trong khi chỉ cách 2km . Sợ đánh_giá trên app ảnh_hưởng tài_xế , nên phải lết lên đây đánh_giá . Làm riết thấy thật_sự quá tệ cái chi_nhánh này .",1,5,negative
"Đồ ăn ngon , nhân_viên thân_thiện , cửa_hàng sạch_sẽ .",5,5,positive
Nhân_viên nhiệt_tình . Món ngon,5,5,positive
"Dịch_vụ ngày_càng tệ , nhân_viên thì lăng xăn , khách_hàng chờ 1 đơn hơn 20 phút nhưng shopee đến thì có món đi liền ... mua về 1 phần mì ý và gà rán giòn mà chúng_nó để chung 2 thứ vào 1 hộp ... so với dịch_vụ của J thì không đáng để so_sánh ... chổ này bị lần thứ 3 rồi nhưng lần này bực quá mới cmt 1 sao .",1,5,negative
"Đi ăn lúc trưa 14 / 9 / 23 thấy nhân_viên nhanh lẹ phục_vụ món , khay đồ ăn có giấy_ăn muỗng dĩa dao đầy_đủ , gà rán giòn ngon , bánh tart trứng còn nóng_hổi , khoai_môn kim sa ăn ok , khoai_tây chiên giòn thơm . Wifi_tầng trên hơi tệ",5,5,positive
Nhân_viên nhiệt_tình . Xử_lý tình_huống thoả_đáng cho khách,5,5,positive
"Đồ ăn ngon , nhận viên rất nhiệt_tình ạ",5,5,positive
"Phục_vụ nhanh , nhân_viên thân_thiện , sẽ quay lại .",5,5,positive
Nhân_viên dễ_thương nhiệt_tình . Quán có order tự_động hiện_đại . Bãi đậu xe rộng_rãi thoải_mái . Gà giòn nóng và mềm . 10 đỉmmm,5,5,positive
"Món ăn ngon , gà tươi",5,5,positive
"Nhan_viên phục_vụ vui_vẻ , gà rất tươi và ngon , gìa đinh sẽ quay lại ! See you again",5,5,positive
"Đồ ăn ngon , nhân_viên nhiệt_tình chu_đáo",5,5,positive
"Nhân_viên phục_vụ nhiệt_tình , linh_hoạt . Nhà_hàng sạch_sẽ",5,5,positive
"Nhân_viên phục_vụ nhiệt_tình , đồ ăn ngon và nóng , mình rất hài_lòng",5,5,positive
"Phuc vu chu_đáo , đo ăn lên rất nhanh , trải nghiệm thật tuyệt_vời",5,5,positive
"Mình đi làm về trưa ghé ăn combo , gà giòn ngon và ăn vừa bụng . Rất thích !",4,5,positive
"Đồ ăn ngon , nhân_viên phục_vụ nhiệt_tình",5,5,positive
"Gà và bánh trứng ở đây ăn rất ngon , cảnh_quan thoáng mát , nhân_viên pv tốt và nhanh_chóng , nói_chung ko có gì để chê",5,5,positive
DỞ_TỆ . KHÔNG BAO_GIỜ QUAY LẠI . KHÔNG ĐÁNG CÓ 1 SAO NÀO LUÔN . ĂN VỀ ĐAU BỤNG Ẻ CHẢI . GÀ KHÔ CÓ MÙI NHƯ ĐỂ QUA MẤY NGÀY CHIÊN ĐI CHIÊN LẠI . KHÔNG ĐÁNG TIỀN . MỌI NGƯỜI NÉ CHỔ NÀY RA,1,5,negative
"Gà rán ngon , nhân_viên thân_thiện , chu_đáo , phục_vụ nhanh , chỗ để xe rộng_rãi",5,5,positive
"gà mọng mềm , ăn_không có khô , tốc_độ phục_vụ nhanh , đã ăn nhiều lần ở đây",5,5,positive
"Nhân_viên nhiệt_tình , thân_thiện . Đồ ăn ngon",5,5,positive
"Ngon tuyệt_vời , nhân_viên phục_vụ 10đ",5,5,positive
"Hôm_nay tôi có tới đổi 2 que kem gà từ_chương_trình khuyến_mãi mang về , khi mở ra thật_sự bất_ngờ vì chẳng thấy sốt cũng như bột vảy đâu cả . Tôi đổi que từ_chương_trình chứ chẳng có đi ăn_xin mà_lại làm như_vậy . Thất_vọng",1,5,negative
"Nhân_viên nhiệt_tình , giới_thiệu khuyến_mãi rõ_ràng , đồ ăn ngon còn nóng",5,5,positive
Món ăn ngon . Phục_vụ tốt chuyên_nghiệp . Nhân_viên vui_vẻ dễ_thương,5,5,positive
"Phục_vụ nhiệt_tình , rất hài_lòng sẽ quay lại nữa ❤ ️",5,5,positive
"Phục_vụ dễ_thương , món vừa_miệng , sạch_sẽ , thoáng mát 😍",5,5,positive
"Thức_ăn ngon , nhan vien phuc vu nhiet tinh",5,5,positive
"Nhân_viên phục_vụ tận_tình , đồ ăn ngon , nóng_hổi",5,5,positive
Nhân_viên dễ_thương nhiệt_tình ok,5,5,positive
Gà giòn ngon không bị khô và nhân_viên rất nhiệt_tình chu_đáo,5,5,positive
"Đồ ăn ngon , nhân_viên dễ_thương trang_trí đẹp_mắt đồ ăn ra nhanh nữa nói_chung là 10đ",5,5,positive
"Đồ ăn ngon , phục_vụ tốt . Quán hơi ồn",5,5,positive
"Nhân_viên nhiệt_tình , gà ngon nha , sẽ ghé lại lần sau",5,5,positive
"sản_phẩm quá ngon luôn con_gái mình khi nào cũng muốn ăn_ở kfc phạm văn chiêu , sẽ ủng_hộ nhiều",5,5,positive
quán gà rán có thức_ăn đồ uống ngon sạch_sẽ tuy_nhiên đồ ăn có_giá hơi mắc thái_độ nhân_viên cần xem_lại . Nói_chung tạm được,3,5,neutral
"đồ ăn ngon , phục_vụ thân_thiện với tốt lắm nha",5,5,positive
"Nhà_hàng sạch_sẽ , đội_ngũ nhân_viên phục_vụ nhiệt_tình và chu_đáo",5,5,positive
"Đồ ăn chất_lượng cao . Nhân_viên nhiệt_tình , vui_vẻ . Không_gian sạch_sẽ . Nên thử",5,5,positive
"Nhân_viên phục_vụ nhiệt_tình nhanh_nhẹn , đồ ăn ra cực nhanh , lịch_sự chu_đáo , perfect .",5,5,positive
"Đồ ăn ngon , tuyệt_vời , ngon không chỗ chê , đỉnh nóc kịch trần",5,5,positive
"Sản_phẩm ngon , chỗ ăn thoáng mát mọi người nên thử",5,5,positive
Gà ngon nv nhiệt_tình thân_thiện phục_vụ siêu dễ_thương lần đầu mình đc trãi nghiệm dvu ưng_ý đến vậy lun á,5,5,positive
"Quán rộng_rãi , nhân_viên chuyên_nghiệp dễ_thương . Gà giòn không bở bãi xe siu rộng",5,5,positive
"đồ ăn lên món nhanh , nhân_viên nhiệt_tình",5,5,positive
Thời_buổi nào mà bắt nhập số điện_thoại vào nhận mã OTP vào wifi . Trong khi các quán share password bằng bill hoặc qrcode . Phục_vụ siêu chậm,1,5,negative
"Đồ ăn rất ngon , thoáng mát sạch_sẽ , nhân_viên phục_vụ rất dễ_thương",5,5,positive
"Đồ ăn ngon , nhan viên nhiệt_tình thân_thiện",5,5,positive
"Ga Tuoi ngon , sach se , nhan vien phuc vu nhiet tinh vui ve_that tuyet voi see you again",5,5,positive
Đồ ăn rất là thơm ngon và đỉnh ạ,5,5,positive
"sản_phẩm kfc ở phạm văn chiêu_ngon nha , thoáng mát mọi người nên ăn thử",5,5,positive
"Dạ dịch_vụ thoải_mái , mấy anh_chị nhân_viên siêu thân_thiện , hỗ_trợ hết_mình ạ",5,5,positive
"Sản_phẩm ngon chất lương tốt nha , mọi người nên ăn thử",5,5,positive
Quán quá tệ . tổ_chức sinh_nhật ầm_ĩ không tôn_trọng khách_hàng khác .,1,5,negative
"Nhân_viên phục_vụ nhiệt_tình , dễ_thương",5,5,positive
Bạn cao cao đeo mắt_kính_phục_vụ tiếp khách dth lắm nha ! ! !,5,5,positive
"Ăn salad và gà ko có muỗng nĩa , mức_độ vệ_sinh tệ , không dọn_dẹp sau khi khách ăn .",2,5,negative
"Ôi em ăn phần ăn 41k và gọi thêm 1 chén súp ' đại_dương ' trị_giá 12k . Em nhìn chén súp em mún khóc luôn . . 4 miếng carot và 5 miếng su_su nhỏ nhỏ xinh_xinh . KFC buôn_bán ' xông_xênh ' thế này thì làm_sao có lãi được ạ ? . Từ sau ko dám ăn canh nữa , ăn xong thấy có lỗi với KFC quá .",3,5,neutral
"quán de thương , anh quản_lý cao cao vùa đẹp_trai lại nhiệt_tình nữa chứ , quán 100đ",5,5,positive
"Nhân_viên dễ_thương nhiệt_tình , gà không bị khô",5,5,positive
"Ăn ngon , đã ăn nhiều lần . Lần nào cũng oke .",5,5,positive
"Đồ ăn ngon , dịch_vụ tốt , đỉnh nóc kịch trần 😋",5,5,positive
Đồ ăn ngon nhan viên dễ_thương quán mát,5,5,positive
Đồ ăn ngon nhân_viên nhiệt_tình,5,5,positive
Tệ hơn các cửa_hàng KFC lân_cận . Dont_try,1,5,negative
Đồ ăn vừa_miệng . Phục_vụ nhiệt_tình,5,5,positive
"Gà rất ngon mọng nước , nhân_viên nhiệt_tình",5,5,positive
"nhân_viên phục_vụ nhiệt_tình , gà nóng_hổi",5,5,positive
"Món ăn ngon , gà giòn , phục_vụ tốt",5,5,positive
"Nhân_viên pv thái_độ vui_vẻ nhiệt_tình , cơm gà quay với bánh trứng ăn_ở đây rất ngon",5,5,positive
"Nhân_viên nhiệt_tình , góp_ý đừng mở máy_cái nhạc vinahouse",5,5,positive
"Đặt lần đầu , nhân_viên gọi báo chưa có đùi gà truyền_thống , kêu đổi gà giòn k cay hoặc đợi 20 - 25 phút . Mình đồng_ý đợi , tài_xế_hủy_đơn nên mình đặt lại đơn khác . . Đợi hơn 30 phút , lúc nhận mở hộp gà ra thấy 1 sợi tóc , còn gà thì 2 đùi 1 má đùi dù mình đã ghi_chú và dặn rất kĩ là chỉ lấy đùi , nhưng thôi cũng thông_cảm được vì nhân_viên có cho thêm 2 tẩy đá như yêu_cầu . . Lúc ăn nhìn kĩ hơn thì chắc_chắn k phải gà truyền_thống , vì lớp bột đó là bột chiên giòn và có vị khá mặn , phần xương gà thì bị đen như kiểu chiên lại lần 2 ; thịt gà rất bở và hơi nhớt ; da_gà sậm màu , cầm lên là chảy dầu đầy ra_tay và da rất mềm chứ k có xíu giòn nào . . Mình rất hay đặt KFC Phạm_Văn_Chiêu này nhưng chưa bao_giờ thất_vọng kinh_khủng như_vậy . Đề_nghị cửa_hàng_trưởng xem_lại quản_lý ca và nhân_viên bếp sáng nay .",1,5,negative
E lỡ đánh_giá 3 * trên shoppe do shipper giao thiếu sr quán nhìu ạ,5,5,positive
Trải nghiệm ok nhân_viên nhiệt_tình tận_tình với khách_hàng,5,5,positive
"ngon , giá_cả hợp_lí , phục_vụ tốt .",5,5,positive
"Thức_ăn ngon , nhân_viên nhiệt_tình",5,5,positive
"Đồ ăn ngon , phục_vụ nhiệt_tình !",5,5,positive
"Nhân_viên rất thân_thiện , lên món nhanh , đồ ăn cũng ngon nữa",5,5,positive
"Món ăn ngon , gà mới . Nhân_viên nhiệt_tình",5,5,positive
"Đồ ăn tươi ngon , không_gian sạch_sẽ",5,5,positive
"Trong khi đang sửa_chữa mà Mở bán bụi bẩn , dơ , nóng_bức 😫 …",1,5,negative
38 nghìn cho một cái bỏ thiếu như này . Làm_ăn cho đàng_hoàng để đức cho con_cháu đi mấy bạn nhân_viên,1,5,negative
Không_gian rộng ngồi khá thoải_mái . Đồ ăn ra nhanh hơn ở kfc khác,5,5,positive
"Chất_lượng phục_vụ tốt , nhân_viên nhiệt_tình",5,5,positive
"Ngày 19 / 8 quán sử_dụng gà cũ , có mùi hôi_thối bán cho khách . Làm tôi bị đau bụng cả ngày hôm sau , bình_luận trên grab bị biến mất không thấy đâu , tôi nghĩ có sự bao_che ở đây .",1,5,negative
"gà ngon , ko bị khô , nhân_viên nhiệt_tình 10điểm",5,5,positive
"Tối_khuya , trời mưa tầm_tã chưa kịp ngớt nhưng 2 đứa vẫn hăng_say đi ăn . . Qua thấy kfc đang dọn rồi nhưng vẫn nhận món , 20p chờ . . Quán thấy ít nhân_viên , đồ ăn chả khách k ai dọn , bỏ bừa khứa ra bàn , nhìn dơ lắm . Ngồi 1 lúc mới có bạn ra bưng đi nhưng cũng k lau cái bàn đầy tương . Gà mới chiên xong nóng_hổi , giòn_tan . Rất thơm ngon ! Lần sau qua mong là trải nghiệm vệ_sinh tốt hơn",4,5,positive
"Gà ngon , quán sạch . Trải nghiệm ok",5,5,positive
"gà thấm gia_vị , nhà_hàng đẹp , rất thích cách phục_vụ của các bạn nhân_viên ở đây .",5,5,positive
"Nay nghỉ_hè nên bắt_đầu tấp_nập rồi , tranh_thủ đến sớm để hết đùi nha 😋 😋 😋 …",5,5,positive
Gà nóng phỏng tay nhưng tui khoái,4,5,positive
"Cửa_hàng mới sửa nên nhìn rất đẹp , gà giòn cay thấm gia_vị rất ngon ! ! Sẽ quay lại KFC Phạm_Văn_Chiêu_này",5,5,positive
Do có tiệc sinh_nhật nên hơi ồn,5,5,positive
"đồ ăn lên ngón nhanh , nhân_viên nhiệt_tình",5,5,positive
Nhân_viên dễ_thương thân_thiện đồ ăn nóng giòn,5,5,positive
Mát_mẻ không khi vuii tươi ăn ngon_miệng,5,5,positive
"Gà ăn rất ngon nhennn , nhân_viên dễ_thương nữaaaaaa",5,5,positive
"Món gà_xiêm xanh mới ra ăn ngon quá à , mấy anh_chị nhân_viên nhiệt_tình vui tánh xỉuuuuu",5,5,positive
good service . quản_lý rất chuyên_nghiệp . các bé rất thích,5,5,positive
Quản_lý và nhân_viên ân_cần phục_vụ,5,5,positive
"gà cay thấm gia_vị , ở đây có chơi game nhận quà , nhân_viên thân_thiện",5,5,positive
Nhân_viên thân_thiện . Dễ_thương . Vui_vẻ,5,5,positive
Phục_vụ tốt gà ngon chuẩn vị,5,5,positive
"Gà ngon , mọng nước , cửa_hàng mới trang_trí lại trong rất bắt_mắt , không_gian thoáng mát . Nhân_viên hỗ_trợ nhiệt_tình . Nhất_định sẽ quay lại .",5,5,positive
thức_ăn khô và nhiều dầu_mỡ,5,5,positive
"nhân_viên nhiệt_tình , đồ ăn sạch_sẽ , nhom nhom",5,5,positive
Nhân_viên phục_vụ tận_tình,5,5,positive
"sản_phẩm ngon thoáng mát , chats luoengj",5,5,positive
"Món ngon , nhân_viên nhiệt_tình",5,5,positive
ngon thân_thiện vs khách_hàng 100đ,5,5,positive
"Không_gian đẹp , nhân_viên chuyên_nghiệp",5,5,positive
đồ ăn ngon phục_vụ tôt,5,5,positive
Nhà_hàng mới sạch_sẽ nhân_viên thân_thiện,5,5,positive
Nhận_viên phục_vụ tốt lắm ạ,5,5,positive
"ngon nha ạ , ủng_hộ mãi ạ",5,5,positive
"Đồ ăn vừa_miệng , NV thân_thiện .",5,5,positive
"Quán rộng , nhân_viên thân_thiện",5,5,positive
"Bữa ăn rất ngon , tốt",5,5,positive
Đồ aqn nhanh tiện_lợi sạch_sẽ,5,5,positive
Đồ ăn ngon . Phục_vụ nhanh,5,5,positive
"Sản_phẩm ngon , sẽ ủng_hộ nhiều",5,5,positive
"Sản_phẩm ngon , thoáng mát",5,5,positive
Sản_phẩm_chất_lượng khônggian mát_mẻ ạ,5,5,positive
Đò ăn gọi hơn 20 phút rồi Mà chưa có,2,5,negative
"Chu_đáo , tận_tâm và tận_tình hướng_dẫn",5,5,positive
làm ngày_càng tệ milo k ns là milo hộp để r mua xg mang ra cho hộp milo lm bỏ tiền ra mua một milo giá trên trời nv thì lâu_lắc k chịu đc lm cái gì cx chậm đưa tiền thừa cx lâu lm ăn gì kì kfc ngày_càng đi xg chất_lượng đồ ăn đến phục_vụ đều đi xg,2,5,negative
"Gà ngonn , nv phục_vụ ổn",5,5,positive
Quán_ok,5,5,positive
Phục_vụ nhanh_chóng tận_tình,5,5,positive
Phục_vụ rất tốt ạaa,5,5,positive
Phục_vụ ok nhen,5,5,positive
"Thái_độ nhân_viên quá tệ . Mình vô buổi trưa oder 2 combo cơm , nói_chuyện kiểu lãng tránh để mình đặt combo khác cao hơn . Mình k đặt thì tỏ thái_độ coi_thường",1,5,negative
Phục_vụ tốt,5,5,positive
Ăn_ok,5,5,positive
Quán làm rất lâu . Thái_độ quản_lý chán lắm .,1,5,negative
Món ăn ngon,5,5,positive
"Đồ ăn ngon , tuy_nhiên tới sau 8h tối là món gần hết . Bảo_vệ giữ xe không nhiệt_tình",3,5,neutral
"Thịt gà mới ra_lò , vẫn nóng_hổi và giòn . Họ có_thể không có nhiều loại nước sốt nhưng họ đã nêm gia_vị cho thịt gà và bột bánh đủ ngon để làm cho nó ngon , và tôi cũng thích cách đó hơn nước sốt .",5,5,positive
Dịch_vụ tốt . Hỗ_trợ đặt_hàng và thông_tin khuyến_mãi rất tốt .,5,5,positive
Tôi đã đặt_hàng cái này và tôi nhận được cái khác mà không cần hỏi nhân_viên . Tôi đã được đề_nghị thay_đổi món ăn tôi muốn vì nhân_viên quá lười_biếng,1,5,negative
Mấy lần liên_tiếp họ làm “ hỏng máy ” để sử_dụng thẻ tín_dụng của tôi ( của ngân_hàng Việt_Nam ) nên tôi phải thanh_toán bằng tiền_mặt . Hôm_nay tôi cố_tình để hết số tiền lớn ở nhà nhưng lại lấy thẻ tín_dụng và ... ' máy lại hỏng ' . Tôi đã hủy đơn hàng và ghé thăm Pizza Hut gần đó . Tôi tự hỏi liệu tôi có phải là khách_hàng ' may_mắn ' duy_nhất gặp phải tình_huống đó không ...,1,5,negative
Gà có rất nhiều dầu và tôi yêu_cầu gà cay nhưng không cay . Cơm nguội và cứng . Súp gà mặn quá . Canh gà Lê_vang không ngon hơn,3,5,neutral
Gà cay không cay,4,5,positive
Tuyệt_vời !,5,5,positive
Tạm_biệt,5,5,positive
Được rồi,5,5,positive
Tốt_💯,5,5,positive
thỏa_thuận tuyệt_vời,5,5,positive
Được rồi,5,5,positive
Rất tốt ⭐ ️,5,5,positive
Được rồi,5,5,positive
Tốt,5,5,positive
Được rồi,5,5,positive
KFC,5,5,positive
Kfc PVC iz da bezt,5,5,positive
Tốt,5,5,positive
Được rồi,5,5,positive
Được rồi,5,5,positive
Thật ngon,5,5,positive
KFC không_gian nhỏ nhưng sạch_sẽ và phục_vụ nhanh 👍 …,5,5,positive
Được rồi,5,5,positive
Tốt,5,5,positive
"Được rồi , tốt quá",4,5,positive
Sẽ ổn thôi nếu kẻ_thù cắn nhanh .,5,5,positive
Dịch_vụ rất tốt,5,5,positive
Tốt,5,5,positive
Chuột tất_cả mọi thứ,2,5,negative
Cốm gà và khoai_tây chiên là hợp_pháp,5,5,positive
Được thôi,5,5,positive
Rất tốt 👍,5,5,positive
"Đi siêu_thị xong tính đi về mà tự_nhiên anh nhân_viên đưa tờ_rơi KFC giảm_giá cái 3 người tụi mình vào luôn 😂 . . . Gọi 2 phần 49k , mỗi phần có 1 mì 1 gà 1 kem . Gà bình_thường , lớp giòn ngoài hơi cứng , mình vẫn thích Jollibee hơn . Kem đặc_biệt ngon nha . Trừ 1 sao vì sau bao năm món mì ý KFC vẫn dở không_thể tả dù bề_ngoài nhìn bắt_mắt . . . Không_gian ở đây đẹp , trên dĩa trên ly trên kem gì cũng có logo brand . Ghế_ngồi cũng tạo cảm_giác giống giống cái logo . . . Nhân_viên tận_tình , thân_thiện .",4,6,positive
"Thằng con thích ăn mới dắt vào , gửi xe dưới lầu xong vào ăn . . . Đồ ăn thừa thì để la_liệt trên bàn k ai dọn . Bẩn và nhếch_nhác . . Kêu hết hơn 200k ra ngồi chờ hơn nửa tiếng đồng_hồ , đói rã ruột k ai bưng ra hay nói gì . . . Ra thấy nv để khay sẵn cho mình tự bê , cọc ngang luôn . . . Tự bê cũng dc nhưng ít_nhất cũng có cái báo cho ngta biết mà lấy . Nói thì nv mặt trơ ra k 1 câu xin_lỗi . . . 1 lần và k có lần 2 .",1,6,negative
Tuy cửa_hàng hơi nhỏ nhưng ở trong siẻu thị nên thuận_tiện cho khách_hàng,3,6,neutral
"Mình bữa cn vừa_rồi có trò_chơi minigame nhận quà đơn từ 70k tháy mấy bé thích_thú mình cũn vui . Đồ ăn ok nóng_hổi nhân_viên cũng de thương và nhiệt_tình . Mỗi_tội đi tối cn nên đợi hơi lâu vì khách dông , nhưng k sao có trò_chơi cũng đỡ chán lắm",5,6,positive
"Nhà_hàng sạch , gà thì nóng ngon ,",5,6,positive
"Kem ngon , nhân_viên dễ_thương , phục_vụ tốt",5,6,positive
"Gà ngon , nhân_viên phục_vụ nhiệt_tình , hơi ít chổ ngồi",5,6,positive
"Ngon , gà giòn ngon , good",5,6,positive
"Nhân_viên hoà_đồng thân_thiện , đồ ăn ngon 😍",5,6,positive
"gà ngon , luôn nóng và giòn , tuy ít chỗ ngồi nhưng nhân_viên luôn nhiệt_tình và luôn hỗ_trợ xử_lí những yêu_cầu của kháchhh ❤",5,6,positive
Chi_nhánh có tổ_chức trò_chơi vui_nhộn,5,6,positive
"Nhân_viên nhiệt_tình , thái_độ phục_vụ tốt",5,6,positive
"Quán hơi vắng , nên rất yên_tĩnh , đồ ăn ngon",5,6,positive
Ăn gà bằng đồ nhựa ... Muỗng nĩa nhựa . Như cho con_nít chơi đồ_hàng . Mà,1,6,negative
"Gà ngon , nhân_viên nhiệt_tình",5,6,positive
"Gà ngon nóng giòn đi t7 cn hơi đông đợi hơi lâu xíu , có trò minigame chơi vui vuii . Em nv tên Thuỳ dễ_thương nhiệt tìnhh",5,6,positive
"Gà ngon , nhân_viên giao hàng có gọi báo trước canh giờ giao đúng giờ",5,6,positive
Nhân_viên ở đây chu_đáo và rất vui_vẻ nha,5,6,positive
Kem_ngon,5,6,positive
